Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,65.4,0.050,859200,0,14.52,47.9,75022
1000,68.4,0.050,1868900,0,14.64,48.0,75316
1500,63.0,0.050,2592700,0,14.75,48.1,75658
2000,63.2,0.050,3316900,0,14.88,48.2,75884
2500,65.8,0.050,4186400,0,15.01,48.3,76149
3000,66.0,0.050,5073900,0,15.14,48.4,76417
3500,66.4,0.050,5981500,0,15.26,48.6,76691
4000,70.4,0.050,7096200,0,15.39,48.6,76967
4500,67.6,0.050,8056000,0,15.49,48.7,77301
5000,65.4,0.050,8903000,0,15.62,48.8,77550
5500,63.2,0.050,9628700,0,15.74,49.0,77823
6000,64.6,0.050,10426600,0,15.86,49.1,78110
6500,67.2,0.050,11375700,0,15.97,49.1,78440
7000,65.4,0.050,12226200,0,16.09,49.2,78714
7500,69.0,0.050,13255800,0,16.21,49.3,78987
8000,64.8,0.050,14056400,0,16.32,49.3,79261
8500,68.6,0.050,15070100,0,16.44,49.4,79505
9000,67.0,0.050,15998800,0,16.56,49.4,79754
9500,64.8,0.050,16826700,0,16.68,49.5,79970
10000,63.4,0.050,17564400,0,16.80,49.6,80232
