Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,45.0,0.298,-232300,0,20.51,45.9,409538
1000,49.2,0.296,-236100,0,20.47,45.9,410979
1500,52.0,0.294,-84800,0,20.44,45.8,412439
2000,43.8,0.292,-385700,0,20.40,45.8,413979
2500,49.0,0.290,-411000,0,20.38,45.8,415260
3000,48.4,0.287,-461100,0,20.36,45.7,416569
3500,51.4,0.285,-353100,0,20.33,45.7,418011
4000,48.6,0.283,-395000,0,20.30,45.6,419553
4500,49.2,0.281,-394700,0,20.27,45.6,420909
5000,46.8,0.279,-506500,0,20.24,45.6,422295
5500,51.6,0.277,-393800,0,20.22,45.5,423599
6000,52.0,0.274,-234900,0,20.19,45.5,424978
