Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,62.2,0.050,667500,0,16.92,49.7,80474
1000,64.4,0.050,1451000,0,17.03,49.7,80755
1500,67.6,0.050,2426700,0,17.14,49.8,81034
2000,62.6,0.050,3124600,0,17.25,49.8,81304
2500,61.6,0.050,3766400,0,17.37,49.8,81564
3000,65.4,0.050,4617000,0,17.48,49.9,81823
3500,64.4,0.050,5413600,0,17.60,50.0,82073
4000,65.2,0.050,6243200,0,17.71,50.1,82305
4500,62.8,0.050,6962400,0,17.82,50.1,82562
5000,68.0,0.050,7940100,0,17.93,50.2,82792
5500,62.6,0.050,8635600,0,18.04,50.3,83044
6000,64.4,0.050,9440500,0,18.14,50.3,83296
6500,64.2,0.050,10228200,0,18.25,50.4,83543
7000,64.6,0.050,11037200,0,18.36,50.4,83808
7500,62.0,0.050,11711000,0,18.48,50.5,84001
8000,63.0,0.050,12432200,0,18.59,50.5,84241
8500,63.4,0.050,13171400,0,18.70,50.6,84484
9000,64.0,0.050,13949200,0,18.83,50.7,84687
9500,64.6,0.050,14756700,0,18.94,50.7,84898
10000,66.0,0.050,15638300,0,19.05,50.8,85101
