Data,Etiqueta,Adversario,Semente,Batalhas,Vitorias,Derrotas,Empates,WinRate,ErroPadrao_pp,Duracao_Media,Duracao_Max,Margem_Media,Auto_Ties,Tempo_s,Sessao
20260824_075919,,MaxDamage,42,10000,5626,4374,0,56.26,0.50,29.6,153,1.14,0,679,01
