Data,Etiqueta,Adversario,Semente,Batalhas,Vitorias,Derrotas,Empates,WinRate,ErroPadrao_pp,Duracao_Media,Duracao_Max,Margem_Media,Auto_Ties,Tempo_s
20260823_212723,,MaxDamage,42,1000,563,437,0,56.30,1.57,29.0,177,1.18,0,99
