Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,73.50,735,265,228373,0.2079,10.32,42.44,254,0,0.35,3.29,33.1,0,85465,77
2000,72.80,728,272,229854,0.2038,10.41,42.54,236,0,0.35,3.32,33.4,0,86047,155
3000,71.80,718,282,231360,0.1999,10.51,42.60,214,0,0.35,3.43,34.3,0,86638,235
4000,70.90,709,291,232736,0.1955,10.62,42.68,191,0,0.35,3.33,33.8,0,87179,313
5000,74.30,743,257,234006,0.1908,10.72,42.78,284,0,0.36,3.44,33.6,0,87677,394
6000,72.50,725,275,235373,0.1864,10.83,42.89,244,0,0.35,3.43,34.5,0,88214,473
7000,73.60,736,264,236730,0.1820,10.93,42.97,266,0,0.35,3.37,34.1,0,88747,551
8000,72.80,728,272,238111,0.1776,11.03,43.07,228,0,0.35,3.35,33.9,0,89290,629
9000,72.80,728,272,239401,0.1730,11.13,43.16,232,0,0.35,3.35,33.7,0,89796,723
10000,74.30,743,257,240706,0.1684,11.22,43.26,283,0,0.35,3.46,33.7,0,90309,798
