Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,78.00,780,220,329635,0.0500,21.48,48.56,383,1,0.48,3.46,38.0,1,125269,115
2000,75.40,754,246,330212,0.0500,21.56,48.60,342,0,0.48,3.50,35.8,1,125496,227
3000,77.10,771,229,330664,0.0500,21.65,48.64,389,0,0.47,3.57,34.6,1,125674,335
4000,76.10,761,239,331189,0.0500,21.74,48.68,344,0,0.48,3.46,35.4,0,125880,445
5000,79.90,799,201,331699,0.0500,21.84,48.71,465,0,0.48,3.60,39.4,1,126080,566
6000,75.50,755,245,332322,0.0500,21.92,48.74,327,0,0.48,3.50,36.4,0,126325,677
7000,76.30,763,237,332828,0.0500,22.00,48.78,373,0,0.71,3.59,33.6,0,126524,783
8000,77.40,774,226,333464,0.0500,22.08,48.82,380,0,0.47,3.45,36.3,1,126774,895
9000,76.80,768,232,333968,0.0500,22.17,48.86,374,0,0.40,3.55,36.8,1,126972,992
10000,77.50,775,225,334469,0.0500,22.26,48.89,383,0,0.34,3.52,38.6,1,127169,1098
