Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,54.40,544,456,17452,0.3970,2.21,18.93,-433,0,0.53,2.49,32.9,0,6049,115
2000,49.70,497,503,29998,0.3940,2.57,22.33,-516,0,0.60,2.56,32.8,0,10400,246
3000,55.00,550,450,40629,0.3910,2.86,24.53,-368,0,0.67,2.55,33.4,0,14087,373
4000,57.40,574,426,49948,0.3880,3.10,26.05,-314,0,0.67,2.64,33.6,0,17322,526
5000,53.70,537,463,58606,0.3850,3.31,27.35,-411,0,0.57,2.66,33.6,0,20329,652
6000,59.00,590,410,66340,0.3820,3.53,28.63,-248,0,0.41,2.75,34.4,0,23015,757
7000,57.60,576,424,73528,0.3790,3.71,29.32,-261,0,0.40,2.78,33.1,0,25511,851
8000,61.00,610,390,80173,0.3760,3.88,30.12,-184,0,0.41,2.79,33.4,0,27818,962
9000,57.90,579,421,86368,0.3730,4.06,30.90,-254,0,0.43,2.81,34.4,1,29971,1088
10000,58.10,581,419,92133,0.3700,4.23,31.56,-240,0,0.51,2.82,33.4,0,31973,1246
11000,60.10,601,399,97655,0.3670,4.39,32.19,-198,0,0.56,2.77,33.8,0,34140,122
12000,60.10,601,399,102690,0.3640,4.57,32.79,-183,0,0.54,2.90,34.8,0,36116,243
13000,59.30,593,407,107485,0.3610,4.72,33.16,-202,0,0.55,2.92,33.0,0,37999,360
14000,62.80,628,372,112100,0.3580,4.88,33.56,-111,0,0.44,2.93,34.3,1,39810,465
15000,63.40,634,366,116527,0.3550,5.02,33.98,-86,0,0.43,2.96,33.6,0,41547,566
16000,62.20,622,378,120732,0.3520,5.17,34.30,-98,0,0.43,3.01,33.3,0,43198,664
17000,62.00,620,380,124624,0.3490,5.32,34.72,-112,0,0.43,2.96,33.9,1,44726,783
18000,62.00,620,380,128132,0.3460,5.47,35.14,-126,0,0.44,2.96,32.4,0,46103,905
19000,66.00,660,340,131663,0.3430,5.61,35.51,-4,0,0.44,3.04,33.0,0,47489,1046
20000,60.80,608,392,135318,0.3400,5.74,35.80,-143,0,0.45,2.98,33.2,0,48923,1143
21000,65.80,658,342,138854,0.3370,5.87,36.11,-12,0,0.44,3.02,33.6,0,50311,104
22000,68.10,681,319,142279,0.3340,6.00,36.41,69,0,0.42,3.15,33.3,0,51656,200
23000,63.40,634,366,145535,0.3310,6.12,36.71,-60,0,0.43,3.02,33.0,0,52934,297
24000,67.30,673,327,148600,0.3280,6.26,36.99,36,0,0.40,3.08,33.5,0,54137,391
25000,65.70,657,343,151702,0.3250,6.38,37.25,11,0,0.42,3.13,33.3,0,55355,491
