Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,60.10,601,399,97655,0.3670,4.39,32.19,-198,0,0.56,2.77,33.8,0,34140,122
2000,60.10,601,399,102690,0.3640,4.57,32.79,-183,0,0.54,2.90,34.8,0,36116,243
3000,59.30,593,407,107485,0.3610,4.72,33.16,-202,0,0.55,2.92,33.0,0,37999,360
4000,62.80,628,372,112100,0.3580,4.88,33.56,-111,0,0.44,2.93,34.3,1,39810,465
5000,63.40,634,366,116527,0.3550,5.02,33.98,-86,0,0.43,2.96,33.6,0,41547,566
6000,62.20,622,378,120732,0.3520,5.17,34.30,-98,0,0.43,3.01,33.3,0,43198,664
7000,62.00,620,380,124624,0.3490,5.32,34.72,-112,0,0.43,2.96,33.9,1,44726,783
8000,62.00,620,380,128132,0.3460,5.47,35.14,-126,0,0.44,2.96,32.4,0,46103,905
9000,66.00,660,340,131663,0.3430,5.61,35.51,-4,0,0.44,3.04,33.0,0,47489,1046
10000,60.80,608,392,135318,0.3400,5.74,35.80,-143,0,0.45,2.98,33.2,0,48923,1143
