Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,78.30,783,217,317320,0.0500,19.81,47.97,414,0,0.49,3.57,34.2,1,120428,104
2000,75.90,759,241,317992,0.0500,19.88,48.00,352,0,0.48,3.56,34.1,0,120692,210
3000,76.90,769,231,318561,0.0500,19.97,48.03,361,0,0.47,3.55,35.8,1,120916,321
4000,78.40,784,216,319193,0.0500,20.06,48.05,416,0,0.48,3.56,35.2,0,121164,433
5000,76.00,760,240,319878,0.0500,20.14,48.09,357,0,0.49,3.54,35.0,1,121433,546
6000,77.60,776,224,320529,0.0500,20.22,48.12,381,0,0.48,3.48,34.9,0,121689,654
7000,77.10,771,229,321189,0.0500,20.30,48.15,376,0,0.48,3.51,34.9,1,121949,763
8000,76.30,763,237,321881,0.0500,20.38,48.18,345,0,0.73,3.45,36.0,1,122221,882
9000,79.60,796,204,322458,0.0500,20.47,48.21,453,0,0.48,3.60,35.3,0,122448,1003
10000,75.50,755,245,323045,0.0500,20.55,48.25,343,0,0.49,3.56,34.8,1,122678,1108
