Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,67.20,672,328,169093,0.3070,7.09,38.57,64,0,0.43,3.21,34.0,0,62184,104
2000,69.00,690,310,171847,0.3040,7.20,38.74,109,0,0.42,3.21,33.5,0,63266,200
3000,67.90,679,321,174442,0.3010,7.31,38.89,81,0,0.49,3.23,32.9,0,64285,298
4000,65.40,654,346,177119,0.2980,7.43,39.08,-6,1,0.43,3.03,35.2,1,65336,405
5000,64.20,642,358,179718,0.2950,7.54,39.23,-28,0,0.42,3.15,34.3,0,66356,503
6000,65.60,656,344,182034,0.2920,7.65,39.39,5,0,0.57,3.17,32.6,0,67266,641
7000,66.80,668,332,184328,0.2890,7.76,39.53,43,0,0.55,3.16,34.1,0,68166,770
8000,67.60,676,324,186603,0.2860,7.88,39.71,55,0,0.57,3.11,33.7,0,69060,914
9000,69.10,691,309,188829,0.2830,7.99,39.85,100,0,0.48,3.19,34.2,0,69933,1058
10000,68.10,681,319,190978,0.2800,8.10,39.98,92,0,0.45,3.23,34.2,0,70777,1215
