Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,78.50,785,215,304169,0.0500,18.08,47.22,413,0,0.48,3.53,32.9,0,115259,100
2000,77.60,776,224,304864,0.0500,18.16,47.26,387,0,0.47,3.52,34.1,0,115532,207
3000,76.80,768,232,305581,0.0500,18.25,47.30,367,0,0.57,3.48,34.8,0,115814,315
4000,75.80,758,242,306232,0.0500,18.34,47.34,341,0,0.48,3.49,34.4,1,116070,421
5000,77.00,770,230,306883,0.0500,18.43,47.38,376,0,0.47,3.52,34.7,0,116326,532
6000,78.50,785,215,307597,0.0500,18.51,47.41,418,0,0.49,3.53,33.4,0,116607,636
7000,77.80,778,222,308181,0.0500,18.60,47.45,401,0,0.47,3.58,34.6,1,116836,750
8000,76.40,764,236,308887,0.0500,18.69,47.48,362,0,0.48,3.50,36.8,1,117113,865
9000,77.80,778,222,309524,0.0500,18.77,47.51,405,0,0.47,3.55,34.8,1,117364,975
10000,79.50,795,205,310197,0.0500,18.86,47.55,452,0,0.49,3.58,34.0,0,117628,1104
