Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,75.40,754,246,297333,0.0500,17.15,46.80,317,0,0.47,3.48,35.1,0,112572,106
2000,76.70,767,233,298043,0.0500,17.24,46.84,381,0,0.48,3.62,34.8,1,112851,212
3000,75.80,758,242,298804,0.0500,17.33,46.88,332,0,0.47,3.49,35.4,1,113150,322
4000,74.90,749,251,299379,0.0500,17.43,46.94,310,1,0.49,3.40,36.8,1,113376,440
5000,74.10,741,259,300097,0.0500,17.52,46.97,299,0,0.48,3.54,35.5,0,113658,546
6000,76.30,763,237,300792,0.0500,17.62,47.01,364,0,0.48,3.55,37.0,1,113932,665
7000,77.60,776,224,301426,0.0500,17.72,47.05,382,0,0.48,3.52,36.0,0,114181,776
8000,75.50,755,245,302101,0.0500,17.81,47.09,334,0,0.49,3.51,35.6,1,114446,888
9000,76.70,767,233,302783,0.0500,17.90,47.13,343,0,0.48,3.46,36.1,1,114714,1001
10000,76.30,763,237,303517,0.0500,18.00,47.17,370,1,0.48,3.56,36.8,2,115002,1130
