Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,72.50,725,275,241941,0.1635,11.33,43.36,232,0,0.35,3.38,34.2,0,90795,79
2000,73.80,738,262,243192,0.1587,11.43,43.45,276,0,0.35,3.42,34.6,0,91286,158
3000,72.70,727,273,244388,0.1537,11.53,43.53,227,0,0.35,3.32,34.2,0,91756,238
4000,73.50,735,265,245618,0.1488,11.63,43.61,263,0,0.35,3.43,33.0,0,92239,318
5000,71.90,719,281,246808,0.1438,11.72,43.69,206,0,0.35,3.35,33.0,0,92707,393
6000,73.70,737,263,248002,0.1387,11.82,43.77,280,0,0.35,3.46,33.4,0,93176,475
7000,73.00,730,270,249166,0.1336,11.92,43.84,238,0,0.35,3.36,35.0,0,93634,555
8000,75.00,750,250,250334,0.1285,12.02,43.93,303,0,0.34,3.41,34.8,0,94093,637
9000,73.90,739,261,251503,0.1233,12.11,43.99,262,0,0.35,3.38,33.1,0,94553,717
10000,74.10,741,259,252671,0.1182,12.21,44.04,279,0,0.35,3.37,34.2,0,95012,800
