Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,23.70,237,763,308882,0.3855,16.96,0.336469,8.059,0.0030,3.5,2583,-917,0,0.43,2.60,32.2,0,115171,85
2000,23.30,233,767,319640,0.3848,17.45,0.340368,7.391,0.0020,3.5,2764,-919,0,0.46,2.55,31.5,0,119503,171
3000,24.00,240,760,330476,0.3841,17.87,0.341302,5.823,0.0024,3.6,2942,-906,0,0.44,2.60,31.7,0,123874,257
4000,23.20,232,768,341120,0.3834,18.32,0.328600,5.858,0.0022,3.8,3121,-917,0,0.44,2.53,32.4,0,128166,345
5000,20.80,208,792,351400,0.3827,18.74,0.317549,5.762,0.0021,3.8,3308,-975,0,0.44,2.55,32.3,0,132313,435
6000,23.30,233,767,361882,0.3821,19.17,0.318128,5.718,0.0022,3.9,3516,-915,0,0.43,2.50,32.9,0,136553,525
7000,23.80,238,762,372064,0.3814,19.62,0.312513,5.732,0.0024,4.0,3714,-902,0,0.43,2.55,32.5,0,140668,615
8000,24.30,243,757,382011,0.3807,20.03,0.313173,5.519,0.0020,4.1,3916,-893,0,0.44,2.50,31.7,0,144678,703
9000,25.40,254,746,391703,0.3800,20.38,0.306913,4.953,0.0019,4.2,4102,-863,0,0.44,2.59,31.5,0,148600,790
10000,27.20,272,728,401986,0.3793,20.71,0.307386,4.960,0.0022,4.2,4290,-820,0,0.43,2.57,33.4,0,152763,884
