Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,28.80,288,712,179688,0.3924,10.48,0.428698,17.398,0.0065,4.6,872,-774,0,0.93,2.64,30.5,0,63799,96
2000,26.20,262,738,192571,0.3917,11.17,0.415997,10.910,0.0042,4.3,997,-837,0,0.97,2.54,30.9,0,68963,198
3000,26.70,267,733,204862,0.3910,11.85,0.407567,13.482,0.0044,4.3,1121,-821,0,0.94,2.59,30.1,0,73898,290
4000,27.50,275,725,216853,0.3903,12.63,0.395013,9.685,0.0049,4.4,1277,-807,0,0.99,2.59,30.3,0,78718,387
5000,28.80,288,712,229004,0.3896,13.28,0.388807,10.237,0.0041,4.4,1426,-773,0,1.02,2.68,31.2,0,83612,493
6000,30.30,303,697,240925,0.3890,13.90,0.384090,11.309,0.0046,4.7,1581,-741,0,0.96,2.58,31.0,0,88418,596
7000,29.50,295,705,252027,0.3883,14.40,0.375473,8.871,0.0041,4.9,1716,-762,0,0.98,2.64,29.5,0,92885,690
8000,29.60,296,704,263082,0.3876,15.08,0.357304,9.493,0.0040,4.8,1872,-757,0,0.95,2.57,30.2,0,97330,789
9000,29.80,298,702,274143,0.3869,15.57,0.360352,8.379,0.0044,4.8,2023,-752,0,0.98,2.69,30.6,0,101785,886
10000,28.20,282,718,285013,0.3862,16.05,0.349506,9.646,0.0045,4.8,2174,-792,0,1.00,2.66,31.1,0,106158,985
