Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,45.00,450,550,1372677,0.1987,60.10,0.074719,0.689,0.0130,109.5,64125,-322,0,0.42,2.81,32.2,1,539921,81
2000,44.50,445,555,1375343,0.1980,60.16,0.081847,0.535,0.0076,109.3,64357,-340,0,0.43,2.79,32.5,0,540990,166
3000,47.10,471,529,1377821,0.1973,60.21,0.079645,0.547,0.0074,109.2,64563,-287,0,0.41,2.79,31.1,0,541979,246
4000,46.10,461,539,1380279,0.1966,60.27,0.077745,0.508,0.0071,109.0,64789,-297,0,0.41,2.78,31.6,0,542959,329
5000,44.20,442,558,1382786,0.1959,60.33,0.077614,0.750,0.0075,108.6,65033,-348,0,0.41,2.80,32.3,0,543959,414
6000,49.20,492,508,1385536,0.1952,60.38,0.087722,0.528,0.0070,108.6,65242,-234,0,0.41,2.89,31.3,0,545056,497
7000,49.60,496,504,1388183,0.1945,60.43,0.080871,0.506,0.0068,108.6,65449,-214,0,0.41,2.82,32.7,0,546113,582
8000,45.80,458,542,1390632,0.1939,60.48,0.077969,0.698,0.0069,108.5,65655,-300,0,0.41,2.77,31.3,0,547091,666
9000,50.80,508,492,1392938,0.1932,60.53,0.073679,0.593,0.0069,108.6,65853,-183,0,0.41,2.90,31.2,0,548013,747
10000,48.70,487,513,1395350,0.1925,60.59,0.076703,0.444,0.0066,108.4,66080,-232,0,0.41,2.90,31.4,0,548975,831
