Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,59.70,597,403,1444064,0.1643,64.12,0.060369,0.981,0.0146,118.8,76585,58,0,0.76,2.80,30.5,0,568116,86
2000,57.40,574,426,1445965,0.1635,64.17,0.060349,0.244,0.0062,118.8,76787,-4,0,0.77,2.85,31.4,0,568877,178
3000,59.70,597,403,1447945,0.1628,64.21,0.063342,0.359,0.0061,118.8,76973,54,0,0.75,2.87,31.2,0,569666,270
4000,56.30,563,437,1449947,0.1621,64.26,0.064307,0.551,0.0065,118.6,77190,-38,0,0.75,2.82,31.1,0,570465,362
5000,58.00,580,420,1451903,0.1614,64.30,0.063932,0.245,0.0059,118.6,77400,10,0,0.76,2.82,30.5,0,571248,456
6000,58.90,589,411,1453787,0.1607,64.35,0.061775,0.645,0.0073,118.7,77596,23,0,0.75,2.83,30.4,0,571999,546
7000,61.30,613,387,1455641,0.1600,64.39,0.061503,0.258,0.0058,118.7,77791,94,0,0.75,2.94,30.1,0,572739,637
8000,60.00,600,400,1457538,0.1592,64.44,0.060971,0.316,0.0063,118.8,77993,61,0,0.75,2.95,31.1,0,573495,730
9000,61.60,616,384,1459441,0.1585,64.48,0.062947,0.375,0.0059,118.9,78196,110,0,0.75,2.95,30.2,0,574258,823
10000,60.70,607,393,1461332,0.1578,64.53,0.062290,0.217,0.0056,118.9,78422,79,0,0.75,2.91,30.3,0,575015,913
