Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,27.50,275,725,503842,0.3717,24.61,0.270007,4.038,0.0024,5.4,6741,-800,0,0.43,2.48,32.2,0,194173,86
2000,28.00,280,720,512937,0.3710,24.91,0.269426,3.578,0.0020,5.4,6970,-784,0,0.44,2.52,33.7,0,197881,179
3000,27.10,271,729,521601,0.3703,25.22,0.261334,3.791,0.0021,5.5,7208,-809,0,0.46,2.59,33.1,0,201407,269
4000,26.30,263,737,530232,0.3696,25.50,0.268035,2.949,0.0017,5.5,7428,-834,0,0.43,2.63,32.1,0,204919,357
5000,28.80,288,712,538874,0.3689,25.71,0.273446,3.929,0.0019,5.6,7619,-774,0,0.44,2.55,31.6,0,208423,444
6000,28.00,280,720,547206,0.3683,26.00,0.253638,4.141,0.0021,5.7,7852,-791,0,0.43,2.49,32.8,0,211836,535
7000,29.60,296,704,555373,0.3676,26.28,0.250529,3.848,0.0022,5.7,8094,-747,0,0.49,2.48,32.5,0,215169,625
8000,26.90,269,731,563474,0.3669,26.55,0.250147,4.137,0.0020,5.8,8308,-814,0,0.49,2.57,32.3,0,218468,716
9000,25.60,256,744,571546,0.3662,26.83,0.248997,3.320,0.0020,5.8,8548,-848,0,0.44,2.52,32.4,0,221767,805
10000,28.40,284,716,579615,0.3655,27.09,0.250155,3.711,0.0022,6.0,8782,-779,0,0.44,2.56,32.2,0,225074,895
