Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,58.50,585,415,1549888,0.1171,66.84,0.054410,1.216,0.0129,122.6,89115,30,0,0.77,2.91,31.5,0,610417,91
2000,61.70,617,383,1551525,0.1163,66.89,0.053437,0.524,0.0051,122.7,89340,112,0,0.76,3.02,30.6,0,611070,183
3000,57.20,572,428,1553131,0.1154,66.93,0.051112,0.374,0.0049,122.7,89549,-3,0,0.79,2.92,31.4,0,611714,277
4000,55.50,555,445,1554663,0.1145,66.97,0.049949,0.270,0.0050,122.5,89727,-47,0,0.77,2.91,30.6,0,612328,370
5000,58.10,581,419,1556143,0.1136,67.01,0.047440,0.325,0.0052,122.3,89921,19,0,0.77,2.91,31.2,0,612919,466
6000,61.00,610,390,1557793,0.1128,67.05,0.053790,0.205,0.0047,122.3,90106,92,0,0.78,2.86,30.6,0,613578,561
7000,59.70,597,403,1559522,0.1120,67.09,0.056219,0.298,0.0046,122.3,90325,57,0,0.78,2.98,30.7,0,614271,654
8000,56.60,566,434,1561218,0.1112,67.13,0.054394,0.315,0.0048,122.2,90525,-25,0,0.82,2.88,31.1,0,614950,752
9000,58.30,583,417,1562872,0.1103,67.17,0.051822,0.323,0.0045,122.1,90720,23,0,0.76,2.95,31.9,0,615613,847
10000,58.50,585,415,1564507,0.1095,67.20,0.052990,0.324,0.0050,121.9,90898,36,0,0.78,2.95,30.8,0,616263,943
