Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,54.50,545,455,1199510,0.2406,57.51,0.083303,1.041,0.0147,101.7,52530,-74,0,0.78,2.89,30.3,0,470465,86
2000,53.50,535,465,1202180,0.2399,57.58,0.089146,0.575,0.0090,102.1,52760,-115,0,0.76,2.89,29.9,0,471528,174
3000,51.60,516,484,1204689,0.2392,57.66,0.082541,0.600,0.0093,102.1,52993,-162,0,0.75,2.81,30.3,0,472532,263
4000,53.90,539,461,1206970,0.2385,57.74,0.075595,0.702,0.0096,102.3,53223,-106,0,0.75,2.82,30.1,0,473445,351
5000,53.30,533,467,1209607,0.2378,57.82,0.084647,0.888,0.0088,102.3,53455,-110,0,0.75,2.92,31.1,0,474498,442
6000,51.30,513,487,1212150,0.2372,57.89,0.083701,0.630,0.0094,102.6,53689,-166,0,0.81,2.79,30.4,0,475511,532
7000,52.70,527,473,1214533,0.2365,57.97,0.078842,0.721,0.0099,102.7,53932,-131,0,0.76,2.84,30.2,0,476459,622
8000,53.90,539,461,1217118,0.2358,58.04,0.085145,0.587,0.0086,103.1,54183,-102,0,0.76,2.76,30.3,0,477490,712
9000,51.80,518,482,1219671,0.2351,58.11,0.085619,0.823,0.0092,103.3,54399,-154,0,0.76,2.87,29.8,0,478511,799
10000,54.40,544,456,1222077,0.2344,58.18,0.080749,0.516,0.0095,103.3,54599,-88,0,0.76,2.90,29.8,0,479470,888
