Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,47.30,473,527,1119268,0.2682,52.42,0.096918,1.078,0.0147,85.0,41673,-275,0,0.40,2.67,30.6,0,438786,76
2000,45.70,457,543,1122337,0.2675,52.51,0.100186,0.656,0.0102,85.1,41915,-316,0,0.41,2.78,30.6,0,440008,155
3000,47.60,476,524,1125332,0.2668,52.61,0.099940,0.868,0.0101,85.4,42168,-276,0,0.41,2.69,29.9,0,441201,232
4000,48.20,482,518,1128260,0.2661,52.72,0.094779,0.815,0.0104,85.6,42445,-253,0,0.41,2.78,30.9,0,442372,311
5000,49.00,490,510,1131162,0.2654,52.82,0.094577,0.516,0.0101,86.0,42688,-227,0,0.41,2.75,30.6,0,443531,390
6000,46.60,466,534,1134111,0.2648,52.92,0.096736,0.668,0.0094,86.0,42921,-291,0,0.41,2.80,30.4,0,444708,471
7000,50.10,501,499,1137060,0.2641,53.02,0.099273,0.911,0.0106,86.4,43170,-197,0,0.41,2.83,29.7,0,445882,546
8000,51.10,511,489,1140009,0.2634,53.11,0.095240,0.958,0.0094,86.7,43408,-173,0,0.47,2.71,30.9,0,447057,630
9000,50.80,508,492,1142881,0.2627,53.22,0.095441,1.050,0.0101,87.0,43653,-187,0,0.42,2.77,30.0,0,448203,710
10000,50.50,505,495,1145750,0.2620,53.31,0.095883,1.093,0.0104,87.1,43880,-183,0,0.42,2.91,29.9,0,449348,788
