Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,62.00,620,380,1597132,0.0908,68.02,0.049534,0.861,0.0138,123.4,95121,111,0,0.74,2.95,31.5,0,629313,91
2000,63.50,635,365,1598659,0.0899,68.06,0.048595,0.459,0.0048,123.3,95315,155,0,0.75,2.98,31.4,0,629925,186
3000,57.40,574,426,1600401,0.0891,68.10,0.055781,0.229,0.0041,123.0,95530,-2,0,0.76,2.87,31.2,0,630622,280
4000,59.40,594,406,1602012,0.0882,68.13,0.049988,0.581,0.0043,122.9,95700,53,0,0.78,2.85,32.2,0,631264,377
5000,59.80,598,402,1603703,0.0874,68.17,0.054994,0.756,0.0041,122.8,95934,57,0,0.76,2.88,30.7,0,631939,472
6000,58.00,580,420,1605410,0.0866,68.21,0.053718,0.511,0.0042,122.6,96136,12,0,0.75,2.93,31.7,0,632622,567
7000,59.30,593,407,1606959,0.0857,68.24,0.049048,0.638,0.0047,122.4,96333,45,0,0.75,2.89,31.5,0,633243,662
8000,58.70,587,413,1608497,0.0848,68.28,0.049040,0.595,0.0040,122.5,96520,35,0,0.74,2.93,31.3,0,633858,757
9000,60.00,600,400,1610034,0.0839,68.31,0.050165,0.360,0.0043,122.4,96712,66,0,0.75,2.89,30.6,0,634471,851
10000,58.90,589,411,1611480,0.0830,68.34,0.045762,0.164,0.0046,122.2,96891,36,0,0.75,2.93,31.6,0,635051,946
