Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,47.70,477,523,811441,0.3234,44.34,0.133103,2.192,0.0153,61.4,23718,-284,0,0.76,2.66,31.2,0,315729,85
2000,47.60,476,524,815603,0.3227,44.48,0.138993,1.880,0.0122,61.7,23945,-282,0,0.78,2.76,29.9,0,317388,170
3000,49.40,494,506,819550,0.3220,44.64,0.130329,1.828,0.0119,61.9,24184,-234,0,0.76,2.71,30.2,0,318959,254
4000,48.50,485,515,823645,0.3213,44.80,0.135830,1.787,0.0127,62.5,24438,-253,0,0.76,2.74,30.1,0,320589,340
5000,49.50,495,505,827804,0.3206,44.94,0.140478,2.024,0.0127,62.9,24674,-235,0,0.76,2.77,29.6,0,322242,425
6000,47.20,472,528,831972,0.3200,45.10,0.135171,1.997,0.0124,63.6,24928,-280,0,0.76,2.74,30.8,0,323907,513
7000,47.10,471,529,836091,0.3193,45.24,0.133595,1.710,0.0120,63.7,25168,-289,0,0.75,2.70,30.8,0,325552,598
8000,47.70,477,523,839617,0.3186,45.42,0.118665,1.637,0.0131,64.2,25431,-270,0,0.81,2.77,29.7,0,326958,683
9000,48.40,484,516,843725,0.3179,45.57,0.132572,1.499,0.0124,64.5,25681,-260,0,0.75,2.63,30.9,0,328591,772
10000,47.10,471,529,847724,0.3172,45.73,0.131693,1.640,0.0128,64.9,25937,-293,0,0.76,2.70,30.3,0,330182,858
