Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,51.10,511,489,1668018,0.0840,67.16,0.053062,1.213,0.0117,118.1,95722,-165,0,0.41,2.88,32.1,0,657931,82
2000,52.00,520,480,1669671,0.0832,67.19,0.052515,0.248,0.0041,118.0,95892,-138,0,0.43,2.82,31.4,0,658596,166
3000,51.80,518,482,1671504,0.0824,67.23,0.058583,0.435,0.0040,117.8,96084,-143,0,0.40,2.93,31.2,0,659328,250
4000,51.70,517,483,1673164,0.0816,67.27,0.054286,0.514,0.0040,117.7,96314,-145,0,0.41,2.91,30.5,0,659991,333
5000,49.20,492,508,1674876,0.0808,67.30,0.055415,0.333,0.0040,117.6,96500,-209,0,0.41,2.83,30.8,0,660675,418
6000,52.90,529,471,1676617,0.0800,67.33,0.056254,0.234,0.0040,117.5,96685,-119,0,0.40,2.87,30.9,0,661370,502
7000,54.90,549,451,1678236,0.0791,67.37,0.052441,0.399,0.0040,117.3,96882,-70,0,0.41,2.90,30.8,0,662017,586
8000,51.50,515,485,1680030,0.0784,67.41,0.055186,0.343,0.0037,117.2,97092,-160,0,0.41,2.92,32.5,0,662734,673
9000,51.40,514,486,1681616,0.0775,67.45,0.051090,0.663,0.0038,117.1,97318,-152,0,0.41,2.86,31.0,0,663367,756
10000,51.90,519,481,1683556,0.0768,67.48,0.058480,0.497,0.0037,117.0,97528,-148,0,0.47,2.84,33.1,1,664142,845
