Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,51.40,514,486,1059894,0.2751,53.14,0.102577,1.236,0.0153,90.5,40811,-173,0,0.74,2.75,30.7,0,414761,84
2000,51.00,510,490,1063011,0.2744,53.24,0.099416,0.885,0.0101,90.5,41050,-177,0,0.74,2.78,31.3,0,416006,172
3000,52.60,526,474,1066137,0.2737,53.33,0.101612,1.015,0.0125,90.2,41269,-143,0,0.74,2.75,30.7,0,417253,260
4000,52.80,528,472,1069096,0.2730,53.42,0.097666,0.592,0.0104,90.3,41505,-137,0,0.74,2.84,30.3,0,418434,346
5000,52.30,523,477,1071989,0.2723,53.52,0.093944,0.701,0.0107,90.5,41749,-146,0,0.78,2.81,30.8,0,419587,432
6000,51.40,514,486,1074971,0.2717,53.61,0.098173,0.700,0.0106,90.7,41970,-165,0,0.75,2.79,30.3,0,420777,521
7000,51.70,517,483,1077876,0.2710,53.71,0.095371,0.843,0.0103,90.9,42208,-157,0,0.75,2.74,30.4,0,421935,608
8000,52.50,525,475,1080743,0.2703,53.81,0.092148,1.082,0.0159,92.5,42442,-151,0,0.73,2.79,31.1,0,423080,697
9000,56.00,560,440,1083576,0.2696,53.89,0.093323,0.963,0.0109,92.4,42662,-53,0,0.82,2.79,30.3,0,424207,786
10000,54.20,542,458,1086651,0.2689,53.99,0.099158,0.741,0.0111,92.5,42923,-93,0,0.74,2.80,31.0,0,425434,874
