Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,52.40,524,476,851461,0.3165,45.87,0.125761,1.661,0.0244,67.7,26159,-153,0,0.75,2.70,29.7,0,331671,82
2000,49.60,496,504,855438,0.3158,46.03,0.131297,1.414,0.0133,68.2,26419,-226,0,0.78,2.64,30.3,0,333256,167
3000,49.40,494,506,859017,0.3151,46.18,0.119427,2.308,0.0140,68.4,26652,-233,0,0.77,2.71,29.9,0,334688,252
4000,51.50,515,485,862845,0.3144,46.32,0.128061,1.812,0.0137,68.0,26883,-168,0,0.79,2.75,29.8,0,336215,336
5000,48.90,489,511,866442,0.3137,46.47,0.122007,1.440,0.0129,68.1,27120,-244,0,0.79,2.67,29.2,0,337648,420
6000,51.00,510,490,870134,0.3131,46.61,0.121917,1.586,0.0135,68.6,27350,-183,0,0.75,2.73,30.3,0,339116,507
7000,49.70,497,503,873958,0.3124,46.76,0.127547,1.600,0.0132,69.2,27589,-220,0,0.76,2.72,29.9,0,340638,591
8000,50.30,503,497,877975,0.3117,46.88,0.131082,1.440,0.0135,69.5,27814,-208,0,0.80,2.69,30.6,0,342237,678
9000,50.00,500,500,881705,0.3110,47.03,0.121447,1.807,0.0143,70.3,28071,-223,0,0.75,2.64,30.7,0,343721,768
10000,51.30,513,487,885177,0.3103,47.17,0.117088,1.362,0.0142,71.3,28326,-188,0,0.76,2.75,29.6,0,345107,851
