Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,66.90,669,331,1532347,0.1503,63.72,0.056371,1.157,0.0144,112.8,79457,247,0,0.43,2.96,30.2,0,603694,78
2000,63.20,632,368,1534084,0.1495,63.77,0.058599,0.348,0.0053,112.9,79649,144,0,0.45,2.83,29.6,0,604383,158
3000,63.90,639,361,1535749,0.1486,63.82,0.056857,0.452,0.0057,113.1,79831,168,0,0.42,2.97,29.2,0,605050,237
4000,64.00,640,360,1537487,0.1478,63.86,0.058873,0.272,0.0054,113.2,80022,167,0,0.42,2.88,29.5,0,605744,318
5000,63.10,631,369,1539107,0.1470,63.91,0.053439,0.404,0.0054,113.2,80218,142,0,0.42,2.94,30.3,0,606391,400
6000,64.30,643,357,1540832,0.1462,63.97,0.058153,0.359,0.0054,113.4,80451,183,0,0.42,2.91,29.6,0,607080,482
7000,63.40,634,366,1542527,0.1454,64.01,0.055797,0.328,0.0053,113.5,80644,154,0,0.42,2.94,30.3,0,607757,564
8000,60.70,607,393,1544198,0.1446,64.06,0.055056,0.390,0.0057,113.5,80855,81,0,0.42,2.85,30.3,0,608427,648
9000,66.80,668,332,1545758,0.1437,64.12,0.053715,0.401,0.0055,113.6,81079,242,0,0.43,2.97,29.0,0,609052,727
10000,62.90,629,371,1547376,0.1428,64.17,0.053308,0.310,0.0055,113.7,81282,143,0,0.50,2.86,30.3,0,609700,812
