Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,60.30,603,397,1173285,0.2544,54.34,0.083104,0.990,0.0163,93.9,46314,70,0,0.43,2.92,28.6,0,460334,74
2000,56.70,567,433,1175944,0.2537,54.41,0.089414,0.463,0.0094,94.2,46514,-24,0,0.43,2.77,29.7,0,461394,153
3000,61.50,615,385,1178488,0.2530,54.51,0.088346,0.722,0.0096,94.5,46757,96,0,0.43,2.94,28.8,0,462410,229
4000,59.00,590,410,1181145,0.2523,54.60,0.090732,0.722,0.0093,94.7,46969,38,0,0.43,2.88,29.2,0,463468,308
5000,58.90,589,411,1183529,0.2516,54.69,0.083985,0.528,0.0100,95.0,47182,34,0,0.44,2.79,28.3,0,464419,386
6000,59.60,596,404,1185940,0.2510,54.79,0.080517,0.518,0.0098,95.4,47420,51,0,0.56,2.83,29.9,0,465380,485
7000,59.60,596,404,1188522,0.2503,54.88,0.088573,0.502,0.0101,95.7,47643,49,0,0.65,2.86,29.1,0,466408,605
8000,58.10,581,419,1191006,0.2496,54.97,0.083563,0.554,0.0092,95.7,47876,20,0,0.65,2.86,29.7,0,467403,724
9000,59.90,599,401,1193493,0.2489,55.07,0.083859,0.627,0.0090,95.8,48119,51,0,0.65,2.73,29.6,0,468396,847
10000,57.80,578,422,1196161,0.2482,55.15,0.091990,0.577,0.0093,96.1,48332,0,0,0.65,2.82,29.0,0,469460,965
