Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,66.80,668,332,361381,0.1181,9.99,43.31,57,0,0.33,3.30,36.3,1,136934,81
2000,68.80,688,312,362946,0.1142,10.06,43.39,112,0,0.34,3.34,37.4,3,137548,164
3000,68.60,686,314,364547,0.1105,10.13,43.45,98,1,0.42,3.33,36.6,2,138176,246
4000,66.40,664,336,366098,0.1066,10.20,43.50,45,0,0.34,3.32,34.8,1,138785,325
5000,66.30,663,337,367618,0.1027,10.26,43.58,54,1,0.33,3.40,35.8,1,139382,409
6000,67.80,678,322,369284,0.0991,10.33,43.66,99,0,0.34,3.38,37.3,2,140036,491
7000,67.00,670,330,370815,0.0951,10.40,43.73,70,0,0.34,3.35,37.2,3,140637,573
8000,66.10,661,339,372143,0.0906,10.47,43.80,32,0,0.34,3.35,35.1,0,141158,674
9000,67.40,674,326,373540,0.0863,10.54,43.89,79,0,0.34,3.41,35.5,0,141706,782
10000,68.40,684,316,375049,0.0824,10.61,43.95,111,0,0.34,3.44,35.2,1,142298,861
