Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,58.60,586,414,1652683,0.0930,66.78,0.052510,0.787,0.0127,118.3,93796,32,0,0.43,2.88,30.1,0,651796,78
2000,60.80,608,392,1654177,0.0921,66.82,0.049067,0.263,0.0042,118.2,93990,86,0,0.44,2.92,30.4,0,652395,160
3000,63.60,636,364,1655558,0.0911,66.85,0.045948,0.178,0.0043,118.2,94169,172,0,0.42,2.99,30.0,0,652948,244
4000,58.00,580,420,1657138,0.0902,66.89,0.051382,0.331,0.0040,118.1,94345,16,0,0.41,2.92,30.7,0,653579,326
5000,59.50,595,405,1658620,0.0893,66.93,0.048904,0.147,0.0039,118.0,94539,53,0,0.45,2.84,30.3,0,654170,408
6000,61.50,615,385,1660119,0.0884,66.97,0.048430,0.215,0.0041,117.9,94730,109,0,0.47,2.89,30.9,0,654769,493
7000,58.40,584,416,1661673,0.0875,67.00,0.051307,0.384,0.0040,117.8,94905,33,0,0.42,2.92,30.2,0,655391,576
8000,58.80,588,412,1663151,0.0866,67.04,0.048361,0.644,0.0040,117.7,95132,29,0,0.41,2.90,30.5,0,655981,659
9000,64.40,644,356,1664796,0.0857,67.08,0.053063,0.315,0.0040,117.7,95321,172,0,0.42,2.91,30.5,0,656638,743
10000,62.70,627,373,1666313,0.0848,67.12,0.050604,0.305,0.0040,117.7,95529,139,0,0.42,3.01,29.9,0,657245,827
