Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,52.80,528,472,1424697,0.1714,63.62,0.067246,0.946,0.0131,118.0,74485,-125,0,0.75,2.82,30.6,0,560376,87
2000,57.30,573,427,1426582,0.1707,63.67,0.059398,0.438,0.0066,118.1,74669,-17,0,0.74,2.89,31.7,1,561129,179
3000,53.50,535,465,1428600,0.1700,63.72,0.064657,0.386,0.0066,117.9,74900,-113,0,0.75,2.75,31.2,0,561936,271
4000,58.40,584,416,1430564,0.1693,63.77,0.064639,0.524,0.0067,117.8,75120,20,0,0.75,2.87,30.3,0,562721,361
5000,56.00,560,440,1432489,0.1686,63.82,0.061462,0.271,0.0065,117.8,75324,-48,0,0.74,2.92,31.3,0,563491,453
6000,54.40,544,456,1434401,0.1678,63.87,0.062173,0.296,0.0062,117.8,75537,-74,0,0.75,2.95,30.7,0,564255,545
7000,54.90,549,451,1436362,0.1671,63.92,0.063566,0.460,0.0064,117.9,75769,-69,0,0.75,2.89,30.8,0,565039,636
8000,58.40,584,416,1438308,0.1664,63.97,0.063624,0.515,0.0059,117.9,75973,10,0,0.75,2.85,30.5,0,565817,725
9000,57.40,574,426,1440183,0.1657,64.02,0.060578,0.545,0.0058,117.9,76192,-2,0,0.81,2.93,30.9,0,566566,819
10000,58.20,582,418,1442219,0.1650,64.07,0.064532,0.597,0.0057,117.9,76383,13,0,0.74,2.79,31.5,0,567378,913
