Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,20.10,201,799,24462,0.3993,4.57,-1.000000,-1.000,-1.0000,3.4,20,-1008,0,0.46,2.54,33.1,1,8540,96
2000,18.80,188,812,45659,0.3986,4.10,0.658190,10.696,0.0070,2.8,56,-1043,0,0.49,2.56,32.1,0,15941,191
3000,19.80,198,802,65011,0.3979,5.09,0.605034,23.417,0.0039,2.7,127,-1023,0,0.49,2.63,31.9,0,22708,288
4000,19.40,194,806,82065,0.3972,5.98,0.554115,24.875,0.0059,2.4,196,-1028,0,0.48,2.62,30.7,0,28677,382
5000,20.80,208,792,98930,0.3965,7.08,0.523823,13.842,0.0039,2.6,301,-991,0,0.46,2.56,32.1,0,34590,476
6000,20.40,204,796,114856,0.3959,7.81,0.503557,13.761,0.0022,2.4,390,-999,0,0.46,2.54,31.6,0,40170,558
7000,21.70,217,783,130281,0.3952,8.54,0.485002,14.661,0.0050,2.9,487,-971,0,0.42,2.57,31.7,0,45581,642
8000,21.60,216,784,145515,0.3945,9.31,0.468018,11.918,0.0023,2.8,604,-972,0,0.49,2.54,32.5,0,50929,742
9000,23.30,233,767,160262,0.3938,9.99,0.460945,11.688,0.0022,2.6,722,-921,0,0.52,2.57,32.0,0,56106,847
10000,20.30,203,797,173883,0.3931,10.75,0.434371,11.972,0.0031,2.6,855,-998,0,0.55,2.69,31.3,0,60904,940
