Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,58.00,580,420,1642489,0.0633,69.10,0.046397,1.019,0.0120,123.9,101015,11,1,0.73,2.88,32.7,1,647457,96
2000,58.50,585,415,1644055,0.0624,69.14,0.050914,0.271,0.0042,123.7,101201,25,0,0.75,2.89,30.7,0,648083,189
3000,56.40,564,436,1645550,0.0615,69.17,0.046367,0.288,0.0037,123.6,101415,-27,0,0.78,2.95,32.2,0,648681,286
4000,58.50,585,415,1647118,0.0606,69.21,0.049058,0.319,0.0036,123.5,101634,20,0,0.75,2.88,31.9,0,649305,381
5000,59.30,593,407,1648617,0.0597,69.24,0.046832,0.497,0.0035,123.4,101813,57,0,0.78,2.93,31.9,0,649905,478
6000,59.30,593,407,1650025,0.0587,69.28,0.045037,0.620,0.0039,123.4,101996,50,0,0.75,3.01,31.2,0,650470,572
7000,58.80,588,412,1651515,0.0578,69.31,0.047135,0.266,0.0036,123.2,102188,34,0,0.75,2.94,31.6,0,651066,668
8000,62.00,620,380,1652938,0.0568,69.34,0.046158,0.134,0.0037,123.3,102357,123,0,0.81,3.05,30.8,0,651636,762
9000,59.40,594,406,1654286,0.0558,69.38,0.041634,0.356,0.0034,123.1,102588,42,0,0.74,2.90,32.3,1,652176,859
10000,58.70,587,413,1655737,0.0548,69.41,0.045344,0.164,0.0036,123.0,102777,29,0,0.74,2.88,31.9,1,652756,956
