Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,54.20,542,458,1224580,0.2337,58.24,0.081085,1.055,0.0133,104.0,54808,-91,0,0.75,2.74,30.8,0,480471,87
2000,53.60,536,464,1227151,0.2330,58.31,0.082941,0.729,0.0087,104.0,55033,-106,0,0.78,2.91,30.9,0,481497,176
3000,54.50,545,455,1229764,0.2323,58.38,0.084252,0.534,0.0084,104.1,55276,-82,0,0.75,2.79,31.0,0,482541,266
4000,56.00,560,440,1232159,0.2316,58.46,0.075806,0.825,0.0097,104.3,55514,-41,0,0.75,2.86,31.5,0,483496,357
5000,54.70,547,453,1234696,0.2309,58.53,0.081241,0.800,0.0082,104.4,55757,-78,0,0.79,2.75,31.2,0,484509,448
6000,54.40,544,456,1237168,0.2303,58.60,0.080299,0.461,0.0085,104.5,55970,-94,0,0.76,2.81,30.8,0,485495,538
7000,56.30,563,437,1239638,0.2296,58.67,0.081880,0.545,0.0086,104.7,56206,-37,0,0.81,2.84,30.1,0,486483,628
8000,53.50,535,465,1242119,0.2289,58.73,0.082248,0.596,0.0078,104.8,56407,-103,0,0.76,2.79,29.9,0,487474,717
9000,54.20,542,458,1244655,0.2282,58.81,0.081857,0.461,0.0084,104.9,56664,-99,0,0.75,2.79,30.9,0,488484,809
10000,54.40,544,456,1247129,0.2275,58.88,0.079698,0.599,0.0084,105.0,56892,-92,0,0.75,2.85,31.0,0,489475,901
