Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,57.80,578,422,1280594,0.2268,57.44,0.088631,1.092,0.0151,100.9,55321,7,0,0.65,2.82,31.3,0,503156,119
2000,60.10,601,399,1283109,0.2261,57.52,0.080521,0.584,0.0082,101.1,55578,66,0,0.67,2.92,31.2,0,504156,249
3000,59.40,594,406,1285612,0.2254,57.58,0.081929,0.463,0.0088,101.5,55786,56,0,0.60,2.90,30.5,0,505153,363
4000,59.60,596,404,1288163,0.2247,57.64,0.082841,0.484,0.0082,101.7,55982,56,0,0.43,2.86,30.8,0,506172,444
5000,56.50,565,435,1290706,0.2240,57.71,0.081230,0.555,0.0082,101.7,56206,-25,0,0.42,2.89,31.3,0,507185,526
6000,60.00,600,400,1293178,0.2234,57.77,0.081909,0.424,0.0080,102.1,56409,56,0,0.42,2.91,30.1,0,508173,607
7000,59.80,598,402,1295791,0.2227,57.84,0.084736,0.466,0.0085,102.2,56620,53,0,0.42,2.84,30.8,0,509214,689
8000,60.20,602,398,1298307,0.2220,57.91,0.081222,0.504,0.0082,102.4,56837,65,0,0.42,2.90,30.9,0,510221,770
9000,59.50,595,405,1300783,0.2213,57.98,0.080008,0.603,0.0077,102.5,57089,38,0,0.48,2.85,30.9,0,511212,852
10000,60.40,604,396,1303250,0.2206,58.05,0.079248,0.368,0.0079,102.7,57325,72,0,0.42,2.97,31.1,0,512194,935
