Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,70.70,707,293,414137,0.0500,12.70,45.76,186,1,0.33,3.43,37.9,3,157644,84
2000,70.50,705,295,415312,0.0500,12.76,45.81,162,1,0.33,3.42,37.0,2,158105,164
3000,69.20,692,308,416392,0.0500,12.83,45.86,135,0,0.33,3.40,36.6,2,158529,246
4000,71.00,710,290,417423,0.0500,12.89,45.92,184,0,0.34,3.46,34.6,0,158934,324
5000,70.10,701,299,418464,0.0500,12.96,45.96,173,1,0.49,3.54,35.3,1,159343,406
6000,72.40,724,276,419537,0.0500,13.02,46.01,231,0,0.34,3.53,36.6,1,159764,486
7000,69.70,697,303,420600,0.0500,13.09,46.06,156,0,0.34,3.42,36.5,1,160181,574
8000,70.80,708,292,421693,0.0500,13.15,46.11,174,0,0.34,3.39,36.7,1,160610,667
9000,73.10,731,269,422649,0.0500,13.22,46.17,262,0,1.08,3.52,35.8,0,160985,771
10000,72.00,720,280,423702,0.0500,13.28,46.21,219,0,0.34,3.46,36.4,1,161398,897
