Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,50.80,508,492,962252,0.2958,49.82,0.106981,1.528,0.0157,82.2,33412,-185,0,0.77,2.83,29.9,0,375830,84
2000,54.20,542,458,965668,0.2951,49.95,0.111267,1.286,0.0111,82.4,33693,-108,0,0.75,2.76,30.7,0,377194,171
3000,53.40,534,466,968821,0.2944,50.08,0.105763,1.112,0.0177,81.6,33936,-125,0,0.79,2.69,29.7,0,378451,256
4000,54.50,545,455,972169,0.2937,50.18,0.111001,1.123,0.0107,82.0,34162,-95,0,0.79,2.76,30.1,0,379786,343
5000,50.30,503,497,975428,0.2930,50.30,0.107864,1.132,0.0125,81.9,34406,-210,0,0.79,2.67,30.2,0,381083,429
6000,53.50,535,465,978619,0.2924,50.42,0.105592,1.025,0.0130,81.9,34640,-116,0,0.76,2.79,30.2,0,382356,517
7000,53.30,533,467,981853,0.2917,50.54,0.108838,0.845,0.0115,82.5,34893,-121,0,0.81,2.83,29.7,0,383644,604
8000,51.80,518,482,985010,0.2910,50.66,0.104804,1.173,0.0119,83.0,35137,-168,0,0.76,2.74,30.1,0,384902,692
9000,52.30,523,477,988489,0.2903,50.78,0.114062,0.946,0.0115,82.8,35408,-146,0,0.76,2.69,30.5,0,386290,782
10000,52.00,520,480,991789,0.2896,50.89,0.107206,1.366,0.0117,82.9,35640,-152,0,0.76,2.74,30.7,0,387606,870
