Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,54.70,547,453,1467440,0.1711,62.26,0.070586,0.645,0.0130,111.1,72982,-72,0,0.44,2.85,30.9,0,577762,79
2000,52.70,527,473,1469781,0.1704,62.31,0.077509,0.454,0.0065,111.0,73194,-130,0,0.43,2.86,30.2,0,578697,159
3000,51.10,511,489,1472054,0.1697,62.35,0.071212,0.381,0.0061,111.0,73404,-161,0,0.41,2.77,31.9,0,579607,244
4000,56.50,565,435,1474294,0.1690,62.41,0.071630,0.359,0.0062,110.9,73627,-26,0,0.42,2.89,31.2,0,580501,328
5000,54.70,547,453,1476510,0.1683,62.46,0.070892,0.308,0.0062,111.0,73840,-74,0,0.42,2.84,31.2,0,581387,412
6000,52.20,522,478,1478676,0.1676,62.51,0.068352,0.367,0.0063,110.9,74046,-137,0,0.41,2.83,31.6,0,582252,497
7000,54.70,547,453,1480804,0.1669,62.57,0.066935,0.343,0.0061,110.9,74291,-82,0,0.46,2.96,31.7,0,583102,583
8000,53.10,531,469,1482965,0.1663,62.62,0.068839,0.447,0.0061,110.9,74503,-120,0,0.42,2.83,30.8,0,583966,666
9000,53.30,533,467,1485033,0.1656,62.67,0.068556,0.451,0.0059,110.9,74701,-112,0,0.42,2.82,30.1,0,584791,748
10000,53.40,534,466,1487139,0.1649,62.71,0.067209,0.292,0.0057,110.9,74891,-116,0,0.42,2.83,31.3,0,585633,833
