Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,49.50,495,505,1146198,0.2544,55.92,0.084719,1.159,0.0149,96.9,48003,-209,0,0.73,2.87,31.1,0,449190,86
2000,50.50,505,495,1148862,0.2537,56.00,0.087468,0.935,0.0097,97.2,48221,-190,0,0.77,2.81,30.4,0,450255,173
3000,51.20,512,488,1151576,0.2530,56.08,0.088646,0.898,0.0099,97.3,48438,-170,0,0.74,2.88,30.6,0,451339,260
4000,53.80,538,462,1154152,0.2523,56.18,0.081796,0.993,0.0100,97.6,48697,-102,0,0.73,2.86,31.5,0,452367,349
5000,48.70,487,513,1156883,0.2516,56.26,0.090924,0.800,0.0100,97.7,48932,-232,0,0.75,2.78,30.0,0,453456,436
6000,52.70,527,473,1159654,0.2510,56.35,0.089439,0.893,0.0162,99.2,49167,-137,0,0.74,2.83,30.9,0,454560,525
7000,52.60,526,474,1162211,0.2503,56.43,0.084462,0.590,0.0101,99.4,49390,-142,0,0.75,2.77,30.2,0,455581,613
8000,52.10,521,479,1164891,0.2496,56.50,0.091302,0.650,0.0109,98.8,49614,-151,0,0.75,2.81,29.3,0,456652,700
9000,53.90,539,461,1167613,0.2489,56.58,0.087149,0.638,0.0093,98.9,49828,-111,0,0.73,2.74,31.2,0,457737,789
10000,50.70,507,493,1170428,0.2482,56.65,0.091012,0.705,0.0111,98.7,50052,-180,0,0.81,2.81,30.9,0,458860,879
