Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,58.30,583,417,911485,0.3096,45.55,0.121635,1.819,0.0166,68.7,27529,11,0,0.44,2.82,27.9,0,355957,70
2000,59.70,597,403,914900,0.3089,45.70,0.118432,1.644,0.0145,69.8,27764,43,0,0.42,2.73,28.8,0,357316,144
3000,60.30,603,397,918269,0.3082,45.84,0.118681,1.104,0.0121,70.5,27984,56,0,0.45,2.67,28.4,0,358655,218
4000,57.60,576,424,921607,0.3075,45.98,0.118934,1.158,0.0131,70.9,28223,-7,0,0.47,2.75,28.0,0,359985,291
5000,59.60,596,404,924957,0.3068,46.13,0.118207,1.255,0.0133,71.8,28471,45,0,0.43,2.74,28.3,0,361320,365
6000,59.60,596,404,928337,0.3062,46.28,0.115801,1.286,0.0136,72.4,28700,42,0,0.46,2.79,29.2,0,362666,439
7000,60.20,602,398,931652,0.3055,46.43,0.114342,1.092,0.0143,73.4,28946,56,0,0.43,2.75,29.0,0,363988,514
8000,60.20,602,398,934950,0.3048,46.57,0.116209,1.395,0.0125,74.1,29174,60,0,0.43,2.75,28.3,0,365304,589
9000,59.60,596,404,938149,0.3041,46.72,0.113199,1.010,0.0125,74.9,29412,45,0,0.43,2.81,28.2,0,366580,664
10000,60.40,604,396,941347,0.3034,46.87,0.110811,1.192,0.0143,75.4,29649,73,0,0.42,2.73,28.8,0,367856,737
