Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,56.10,561,439,1445070,0.1780,61.74,0.077578,0.840,0.0131,109.4,70792,-46,0,0.41,2.83,31.8,0,568826,79
2000,57.30,573,427,1447160,0.1773,61.79,0.069146,0.652,0.0064,109.5,70991,-4,0,0.41,2.92,30.2,0,569657,159
3000,54.30,543,457,1449428,0.1766,61.85,0.073131,0.548,0.0062,109.7,71235,-85,0,0.41,2.77,31.0,0,570563,240
4000,57.70,577,423,1451744,0.1759,61.90,0.072280,0.462,0.0064,109.8,71457,3,0,0.45,2.80,32.0,0,571488,323
5000,57.90,579,421,1454000,0.1752,61.95,0.071219,0.620,0.0062,109.8,71691,8,0,0.41,2.84,31.6,0,572391,408
6000,54.30,543,457,1456361,0.1745,62.01,0.074087,0.636,0.0061,109.8,71912,-80,0,0.41,2.85,31.8,0,573333,492
7000,56.60,566,434,1458496,0.1738,62.06,0.069233,0.428,0.0062,109.8,72122,-18,0,0.41,2.88,30.8,0,574187,574
8000,56.60,566,434,1460893,0.1732,62.11,0.074280,0.379,0.0062,109.8,72341,-28,0,0.41,2.86,32.2,0,575144,659
9000,57.10,571,429,1463119,0.1725,62.16,0.074222,0.454,0.0063,109.9,72560,-14,0,0.42,2.95,29.9,0,576034,741
10000,56.30,563,437,1465255,0.1718,62.20,0.068966,0.539,0.0063,110.1,72756,-29,0,0.42,2.88,30.9,0,576888,822
