Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,66.10,661,339,1623985,0.1123,65.90,0.047001,1.062,0.0137,116.3,89776,228,0,0.42,2.94,30.3,0,640311,78
2000,62.90,629,371,1625419,0.1114,65.94,0.048361,0.247,0.0047,116.3,89956,146,0,0.42,2.97,29.6,0,640883,159
3000,61.60,616,384,1626822,0.1104,65.99,0.046807,0.266,0.0045,116.2,90180,112,0,0.42,2.88,29.9,0,641445,239
4000,63.00,630,370,1628261,0.1094,66.04,0.047489,0.649,0.0046,116.2,90385,145,0,0.45,2.91,30.2,0,642021,322
5000,64.40,644,356,1629648,0.1084,66.08,0.046872,0.385,0.0043,116.3,90569,189,0,0.42,3.00,29.6,0,642577,404
6000,65.00,650,350,1631113,0.1075,66.13,0.049201,0.353,0.0046,116.3,90786,203,0,0.42,2.98,29.8,0,643162,485
7000,65.00,650,350,1632507,0.1065,66.18,0.047076,0.474,0.0045,116.4,90976,207,0,0.42,2.98,29.6,0,643720,566
8000,63.20,632,368,1633809,0.1054,66.22,0.042162,0.434,0.0045,116.5,91173,155,0,0.42,2.99,30.8,0,644241,650
9000,63.50,635,365,1635181,0.1044,66.27,0.044771,0.508,0.0045,116.5,91385,159,0,0.42,2.85,30.6,0,644791,734
10000,65.10,651,349,1636461,0.1034,66.31,0.043828,0.368,0.0043,116.5,91574,205,0,0.42,2.94,29.2,0,645304,817
