Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,46.50,465,535,823623,0.3234,42.62,0.170525,2.333,0.0139,56.5,22483,-317,0,0.40,2.66,32.5,0,320940,77
2000,46.90,469,531,828801,0.3227,42.74,0.163566,2.135,0.0125,56.9,22719,-303,0,0.40,2.68,31.6,0,323003,155
3000,48.80,488,512,833741,0.3220,42.88,0.157802,1.989,0.0128,57.6,22957,-246,0,0.41,2.78,31.3,0,324969,233
4000,45.50,455,545,838848,0.3213,43.01,0.159509,2.111,0.0121,58.1,23211,-342,0,0.40,2.70,32.0,0,327005,312
5000,47.70,477,523,843971,0.3206,43.17,0.155700,2.231,0.0132,58.2,23487,-281,0,0.40,2.73,32.9,0,329046,393
6000,46.40,464,536,848982,0.3200,43.32,0.153731,2.005,0.0117,58.6,23746,-311,0,0.40,2.63,32.6,0,331046,474
7000,46.50,465,535,854139,0.3193,43.46,0.157221,1.955,0.0119,58.7,24014,-315,0,0.40,2.66,32.8,0,333103,555
8000,46.00,460,540,859319,0.3186,43.63,0.153291,1.607,0.0115,59.0,24300,-319,0,0.40,2.67,33.7,1,335168,639
9000,46.50,465,535,864103,0.3179,43.76,0.150886,1.837,0.0114,59.2,24539,-311,0,0.40,2.74,31.7,0,337074,717
10000,48.00,480,520,868967,0.3172,43.91,0.150943,1.749,0.0122,59.7,24802,-280,0,0.40,2.61,32.2,0,339013,797
