Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,20.90,209,791,187440,0.3924,11.62,0.424758,11.257,0.0028,2.6,1011,-984,0,0.43,2.60,31.9,0,66338,84
2000,21.70,217,783,201070,0.3917,12.24,0.419024,11.625,0.0026,2.8,1142,-958,0,0.43,2.54,32.5,0,71802,169
3000,25.50,255,745,214011,0.3910,12.80,0.399895,11.877,0.0035,2.7,1268,-868,0,0.43,2.57,32.3,0,76994,255
4000,23.60,236,764,227132,0.3903,13.30,0.406462,10.840,0.0032,2.8,1402,-918,0,0.48,2.67,32.2,0,82258,341
5000,24.70,247,753,239621,0.3896,13.75,0.390904,10.173,0.0027,2.9,1527,-887,0,0.46,2.60,31.9,0,87266,427
6000,23.10,231,769,251706,0.3890,14.39,0.372476,9.362,0.0027,3.1,1706,-932,0,0.43,2.57,32.4,0,92119,514
7000,23.10,231,769,263415,0.3883,14.91,0.362048,7.761,0.0026,3.2,1863,-934,0,0.43,2.62,32.3,0,96830,600
8000,23.70,237,763,275103,0.3876,15.46,0.354924,7.395,0.0022,3.2,2048,-917,0,0.43,2.56,32.9,0,101533,690
9000,25.50,255,745,286830,0.3869,15.95,0.364566,7.545,0.0024,3.3,2222,-859,0,0.44,2.52,32.1,0,106262,777
10000,24.90,249,751,298045,0.3862,16.45,0.344822,6.606,0.0023,3.4,2396,-880,0,0.43,2.50,32.5,0,110791,865
