Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,33.50,335,665,394190,0.3786,20.67,0.298840,5.823,0.0040,6.6,4056,-651,0,1.03,2.58,30.2,0,150300,109
2000,33.20,332,668,403288,0.3779,21.06,0.292955,6.330,0.0036,6.7,4244,-659,0,1.02,2.63,31.0,0,153991,222
3000,36.80,368,632,412607,0.3772,21.42,0.301498,6.295,0.0051,7.2,4449,-565,0,1.00,2.59,30.8,0,157769,333
4000,36.30,363,637,421447,0.3765,21.75,0.295356,5.167,0.0036,7.4,4644,-580,0,1.06,2.59,29.9,0,161361,446
5000,32.80,328,672,430355,0.3758,22.11,0.280903,5.671,0.0040,7.5,4831,-664,0,1.01,2.55,31.7,0,164983,562
6000,35.20,352,648,439007,0.3752,22.42,0.287490,5.456,0.0039,7.7,5012,-608,0,1.02,2.58,30.1,0,168498,674
7000,35.90,359,641,447932,0.3745,22.74,0.288080,4.419,0.0035,7.8,5222,-579,0,1.02,2.55,30.9,0,172126,790
8000,34.90,349,651,456549,0.3738,23.06,0.282543,4.850,0.0034,8.0,5433,-601,0,1.09,2.62,30.5,0,175628,906
9000,39.00,390,610,465327,0.3731,23.45,0.274639,4.768,0.0041,8.2,5669,-500,0,1.04,2.56,31.9,0,179214,1027
10000,37.40,374,626,473935,0.3724,23.76,0.277973,4.210,0.0037,8.2,5884,-534,0,1.11,2.56,30.9,0,182734,1143
