Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,35.70,357,643,482317,0.3717,24.13,0.266459,5.089,0.0042,8.2,6105,-586,0,1.00,2.54,31.4,0,186155,113
2000,38.10,381,619,490783,0.3710,24.38,0.274389,4.794,0.0045,8.5,6288,-512,0,1.04,2.60,30.8,0,189603,227
3000,37.90,379,621,498914,0.3703,24.70,0.261691,5.143,0.0042,8.8,6498,-526,0,1.02,2.65,31.0,0,192935,341
4000,37.10,371,629,506916,0.3696,25.01,0.256310,5.577,0.0045,8.6,6707,-549,0,0.99,2.66,31.2,0,196201,454
5000,37.10,371,629,514925,0.3689,25.32,0.255112,5.347,0.0038,8.8,6922,-547,0,1.01,2.57,31.4,0,199450,570
6000,36.40,364,636,523212,0.3683,25.60,0.265133,4.467,0.0037,8.8,7142,-567,0,1.00,2.53,31.2,0,202819,686
7000,38.90,389,611,531150,0.3676,25.92,0.255364,4.513,0.0039,9.0,7374,-512,0,1.03,2.61,31.0,0,206044,805
8000,38.50,385,615,539035,0.3669,26.13,0.263219,4.507,0.0042,9.2,7558,-511,0,1.09,2.60,29.9,0,209240,920
9000,35.60,356,644,546545,0.3662,26.43,0.246181,5.676,0.0038,9.2,7790,-590,0,1.01,2.64,30.5,0,212291,1034
10000,37.00,370,630,554197,0.3655,26.74,0.242928,4.740,0.0042,9.4,8025,-553,0,1.00,2.58,31.5,0,215407,1150
