Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,50.10,501,499,927038,0.3027,48.60,0.122697,1.656,0.0306,78.5,30994,-224,0,0.75,2.68,31.6,0,361793,86
2000,49.40,494,506,930622,0.3020,48.73,0.117474,1.417,0.0122,79.0,31242,-223,0,0.75,2.83,30.5,0,363220,171
3000,49.00,490,510,934195,0.3013,48.85,0.116627,1.418,0.0118,79.4,31469,-235,0,0.74,2.73,30.6,0,364646,257
4000,48.70,487,513,937988,0.3006,48.97,0.125938,1.231,0.0124,78.2,31718,-245,0,0.75,2.79,30.1,0,366157,343
5000,50.90,509,491,941627,0.2999,49.10,0.118790,1.581,0.0184,80.0,31985,-193,0,0.75,2.77,30.6,0,367608,430
6000,50.70,507,493,945115,0.2993,49.23,0.114695,0.990,0.0116,80.2,32232,-183,0,0.75,2.78,30.4,0,368998,517
7000,47.50,475,525,948655,0.2986,49.35,0.117277,1.176,0.0119,80.3,32481,-277,0,0.81,2.65,30.2,0,370412,604
8000,47.00,470,530,952276,0.2979,49.46,0.118566,1.263,0.0116,80.5,32704,-294,0,0.75,2.78,30.5,0,371852,690
9000,50.80,508,492,955655,0.2972,49.59,0.111765,1.141,0.0121,80.7,32942,-194,0,0.75,2.76,30.2,0,373199,777
10000,48.30,483,517,959046,0.2965,49.70,0.112170,1.166,0.0121,81.2,33185,-254,0,0.75,2.83,30.2,0,374551,862
