Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,37.20,372,628,981638,0.2958,48.26,0.132776,1.181,0.0152,78.8,32223,-543,0,0.41,2.74,30.9,0,383923,75
2000,36.20,362,638,985628,0.2951,48.36,0.129084,0.924,0.0116,78.5,32447,-575,0,0.40,2.68,30.9,0,385516,153
3000,38.10,381,619,989425,0.2944,48.48,0.124557,0.917,0.0118,78.1,32687,-532,0,0.43,2.73,30.4,0,387033,229
4000,36.00,360,640,993301,0.2937,48.57,0.127504,1.286,0.0119,77.8,32896,-586,0,0.41,2.72,30.4,0,388579,306
5000,35.90,359,641,997071,0.2930,48.67,0.124876,0.916,0.0120,77.7,33120,-571,0,0.41,2.75,30.2,0,390082,386
6000,37.70,377,623,1001000,0.2924,48.78,0.123294,0.880,0.0123,77.5,33356,-534,0,0.40,2.75,31.8,0,391647,464
7000,37.60,376,624,1005019,0.2917,48.89,0.128051,1.113,0.0123,77.8,33617,-540,0,0.40,2.73,31.3,0,393246,544
8000,37.00,370,630,1008500,0.2910,49.01,0.115307,1.136,0.0126,77.7,33873,-545,0,0.41,2.69,30.1,0,394635,623
9000,39.20,392,608,1011980,0.2903,49.13,0.114851,1.051,0.0114,77.5,34129,-499,0,0.40,2.70,30.2,0,396020,702
10000,37.10,371,629,1015701,0.2896,49.23,0.120906,1.269,0.0110,77.2,34359,-561,0,0.40,2.64,30.7,0,397501,779
