Batalhas,WinRate_Bloco,Epsilon,Reward
500,62.0,0.01,391940.0
1000,58.199999999999996,0.01,658270.0
1500,57.4,0.01,887340.0
2000,57.8,0.01,1131020.0
2500,60.4,0.01,1455130.0
3000,62.8,0.01,1875630.0
3500,57.599999999999994,0.01,2099230.0
4000,57.199999999999996,0.01,2322320.0
4500,59.599999999999994,0.01,2630350.0
5000,58.599999999999994,0.01,2892660.0
5500,59.4,0.01,3184120.0
6000,63.4,0.01,3611170.0
6500,62.2,0.01,3993720.0
7000,58.4,0.01,4249380.0
7500,60.0,0.01,4561480.0
8000,64.0,0.01,5007620.0
8500,60.0,0.01,5328340.0
9000,61.4,0.01,5686700.0
9500,61.6,0.01,6061880.0
10000,64.0,0.01,6516960.0
10500,58.199999999999996,0.01,6791010.0
11000,56.8,0.01,7004130.0
11500,60.6,0.01,7352520.0
12000,61.199999999999996,0.01,7705450.0
12500,59.0,0.01,7999020.0
13000,58.599999999999994,0.01,8260170.0
13500,59.8,0.01,8570850.0
14000,57.8,0.01,8802990.0
14500,59.8,0.01,9110660.0
15000,56.599999999999994,0.01,9312620.0
15500,61.8,0.01,9694940.0
16000,59.4,0.01,9996000.0
16500,56.599999999999994,0.01,10192370.0
17000,65.0,0.01,10681650.0
17500,60.8,0.01,11006640.0
18000,60.199999999999996,0.01,11331610.0
18500,61.199999999999996,0.01,11689370.0
19000,58.599999999999994,0.01,11969310.0
19500,59.0,0.01,12247590.0
20000,64.60000000000001,0.01,12720650.0
