Batalhas,WinRate_Bloco,Epsilon,Reward
500,57.4,0.01,662880.0
1000,59.8,0.01,1391580.0
1500,55.400000000000006,0.01,2002410.0
2000,58.199999999999996,0.01,2682800.0
2500,60.4,0.01,3400730.0
3000,60.6,0.01,4125150.0
3500,57.99999999999999,0.01,4790610.0
4000,61.0,0.01,5543770.0
4500,57.99999999999999,0.01,6205960.0
5000,63.4,0.01,6995980.0
5500,59.599999999999994,0.01,7713740.0
6000,55.60000000000001,0.01,8334850.0
6500,57.4,0.01,8991690.0
7000,59.0,0.01,9699350.0
7500,59.599999999999994,0.01,10400350.0
8000,57.599999999999994,0.01,11061800.0
8500,55.60000000000001,0.01,11659130.0
9000,60.4,0.01,12374520.0
9500,59.199999999999996,0.01,13075940.0
10000,58.4,0.01,13746340.0
10500,60.4,0.01,14466950.0
11000,61.199999999999996,0.01,15211480.0
11500,61.0,0.01,15962030.0
12000,59.0,0.01,16653870.0
12500,56.00000000000001,0.01,17264310.0
13000,59.199999999999996,0.01,17962040.0
13500,62.4,0.01,18743680.0
14000,58.599999999999994,0.01,19429230.0
14500,62.2,0.01,20188830.0
15000,59.4,0.01,20892180.0
15500,61.0,0.01,21632520.0
16000,59.8,0.01,22352250.0
16500,57.199999999999996,0.01,23016030.0
17000,61.0,0.01,23743760.0
17500,57.8,0.01,24432400.0
18000,62.0,0.01,25193530.0
18500,56.599999999999994,0.01,25842150.0
19000,58.4,0.01,26520390.0
19500,59.199999999999996,0.01,27223100.0
20000,58.199999999999996,0.01,27880300.0
