Batalhas,WinRate_Bloco,Epsilon,Reward
500,63.4,0.01,791070.0
1000,57.599999999999994,0.01,1451250.0
1500,61.4,0.01,2191530.0
2000,58.199999999999996,0.01,2868950.0
2500,62.2,0.01,3639420.0
3000,54.2,0.01,4223620.0
3500,62.0,0.01,4980790.0
4000,59.599999999999994,0.01,5686950.0
4500,59.4,0.01,6374220.0
5000,59.599999999999994,0.01,7070090.0
5500,61.199999999999996,0.01,7814490.0
6000,60.0,0.01,8528420.0
6500,61.0,0.01,9252920.0
7000,57.99999999999999,0.01,9931120.0
7500,59.0,0.01,10614540.0
8000,60.8,0.01,11352200.0
8500,58.8,0.01,12049510.0
9000,60.4,0.01,12780370.0
9500,61.4,0.01,13540750.0
10000,60.8,0.01,14269190.0
10500,61.0,0.01,15008040.0
11000,58.8,0.01,15705680.0
11500,62.0,0.01,16464700.0
12000,62.4,0.01,17241010.0
12500,56.00000000000001,0.01,17855170.0
13000,61.0,0.01,18593040.0
13500,59.199999999999996,0.01,19283910.0
14000,59.199999999999996,0.01,19977230.0
14500,59.199999999999996,0.01,20655340.0
15000,57.4,0.01,21304020.0
15500,58.599999999999994,0.01,21977200.0
16000,59.4,0.01,22676890.0
16500,59.8,0.01,23379780.0
17000,60.0,0.01,24104090.0
17500,56.599999999999994,0.01,24743280.0
18000,61.4,0.01,25498610.0
18500,59.0,0.01,26184920.0
19000,55.400000000000006,0.01,26787970.0
19500,59.4,0.01,27488470.0
20000,61.8,0.01,28244490.0
