Batalhas,WinRate_Bloco,Epsilon,Reward
500,57.599999999999994,0.01,661760.0
1000,61.4,0.01,1400930.0
1500,59.599999999999994,0.01,2115360.0
2000,58.4,0.01,2780980.0
2500,58.8,0.01,3471730.0
3000,57.199999999999996,0.01,4123940.0
3500,60.0,0.01,4831020.0
4000,55.60000000000001,0.01,5436450.0
4500,60.4,0.01,6158640.0
5000,57.4,0.01,6816660.0
5500,62.0,0.01,7585200.0
6000,59.4,0.01,8282980.0
6500,60.8,0.01,9012080.0
7000,54.400000000000006,0.01,9593530.0
7500,56.00000000000001,0.01,10204480.0
8000,62.6,0.01,10981560.0
8500,56.2,0.01,11608580.0
9000,61.199999999999996,0.01,12353050.0
9500,60.0,0.01,13066510.0
10000,63.4,0.01,13847880.0
10500,58.199999999999996,0.01,14530790.0
11000,57.4,0.01,15185590.0
11500,61.0,0.01,15935750.0
12000,64.0,0.01,16754690.0
12500,57.599999999999994,0.01,17418230.0
13000,58.199999999999996,0.01,18085840.0
13500,60.4,0.01,18809870.0
14000,61.199999999999996,0.01,19546690.0
14500,61.199999999999996,0.01,20285070.0
15000,56.599999999999994,0.01,20922610.0
15500,60.8,0.01,21659030.0
16000,60.199999999999996,0.01,22389280.0
16500,61.4,0.01,23145750.0
17000,62.4,0.01,23914330.0
17500,60.6,0.01,24638200.0
18000,61.0,0.01,25378100.0
18500,58.199999999999996,0.01,26066820.0
19000,59.599999999999994,0.01,26773940.0
19500,58.4,0.01,27456700.0
20000,57.8,0.01,28121270.0
