Batalhas,WinRate_Bloco,Epsilon,Reward
500,61.8,0.01,390700.0
1000,58.4,0.01,644710.0
1500,57.599999999999994,0.01,870650.0
2000,65.4,0.01,1367070.0
2500,59.4,0.01,1659110.0
3000,55.800000000000004,0.01,1856810.0
3500,57.99999999999999,0.01,2112390.0
4000,59.8,0.01,2415780.0
4500,60.199999999999996,0.01,2743640.0
5000,61.4,0.01,3099090.0
5500,57.199999999999996,0.01,3331720.0
6000,59.599999999999994,0.01,3627230.0
6500,59.4,0.01,3918750.0
7000,59.4,0.01,4219310.0
7500,58.8,0.01,4490960.0
8000,64.2,0.01,4946360.0
8500,56.00000000000001,0.01,5126910.0
9000,62.0,0.01,5514570.0
9500,59.8,0.01,5825220.0
10000,58.599999999999994,0.01,6094480.0
10500,58.599999999999994,0.01,6369630.0
11000,59.0,0.01,6654640.0
11500,61.199999999999996,0.01,7011600.0
12000,61.199999999999996,0.01,7371140.0
12500,62.2,0.01,7752370.0
13000,59.8,0.01,8057470.0
13500,59.0,0.01,8351920.0
14000,60.199999999999996,0.01,8685670.0
14500,57.199999999999996,0.01,8915280.0
15000,60.8,0.01,9248880.0
15500,58.199999999999996,0.01,9520600.0
16000,55.60000000000001,0.01,9692880.0
16500,58.599999999999994,0.01,9970570.0
17000,57.599999999999994,0.01,10209470.0
17500,58.8,0.01,10479030.0
18000,61.6,0.01,10848420.0
18500,60.199999999999996,0.01,11181490.0
19000,58.599999999999994,0.01,11443390.0
19500,59.8,0.01,11751230.0
20000,63.800000000000004,0.01,12199820.0
