Batalhas,WinRate_Bloco,Epsilon,Reward
500,55.800000000000004,0.01,175300.0
1000,57.4,0.01,392240.0
1500,55.60000000000001,0.01,562060.0
2000,57.599999999999994,0.01,802270.0
2500,58.4,0.01,1061780.0
3000,61.0,0.01,1413610.0
3500,63.0,0.01,1828830.0
4000,60.199999999999996,0.01,2150230.0
4500,59.599999999999994,0.01,2465610.0
5000,59.4,0.01,2773100.0
5500,59.8,0.01,3097820.0
6000,62.6,0.01,3504380.0
6500,60.199999999999996,0.01,3816060.0
7000,58.4,0.01,4076120.0
7500,56.599999999999994,0.01,4292680.0
8000,56.599999999999994,0.01,4515590.0
8500,58.199999999999996,0.01,4780880.0
9000,57.599999999999994,0.01,5021320.0
9500,56.599999999999994,0.01,5214470.0
10000,63.0,0.01,5646010.0
10500,56.99999999999999,0.01,5863210.0
11000,58.8,0.01,6143170.0
11500,56.2,0.01,6338710.0
12000,57.99999999999999,0.01,6584960.0
12500,59.599999999999994,0.01,6893820.0
13000,60.6,0.01,7226870.0
13500,59.0,0.01,7515850.0
14000,53.2,0.01,7597550.0
14500,61.8,0.01,7972630.0
15000,60.0,0.01,8289240.0
15500,57.8,0.01,8536410.0
16000,59.599999999999994,0.01,8846060.0
16500,58.599999999999994,0.01,9111090.0
17000,59.199999999999996,0.01,9411960.0
17500,56.599999999999994,0.01,9608740.0
18000,59.8,0.01,9921040.0
18500,58.8,0.01,10191810.0
19000,58.599999999999994,0.01,10463680.0
19500,57.99999999999999,0.01,10696740.0
20000,60.8,0.01,11035480.0
