Batalhas,WinRate_Bloco,Epsilon,Reward
500,60.0,0.01,316300.0
1000,56.39999999999999,0.01,514270.0
1500,62.6,0.01,917680.0
2000,58.4,0.01,1185580.0
2500,57.99999999999999,0.01,1431870.0
3000,59.8,0.01,1734900.0
3500,59.0,0.01,2027330.0
4000,57.199999999999996,0.01,2248830.0
4500,58.199999999999996,0.01,2506180.0
5000,56.8,0.01,2710940.0
5500,58.4,0.01,2966700.0
6000,61.6,0.01,3342030.0
6500,56.2,0.01,3542040.0
7000,60.8,0.01,3885120.0
7500,57.4,0.01,4120880.0
8000,59.199999999999996,0.01,4411660.0
8500,56.599999999999994,0.01,4614430.0
9000,55.800000000000004,0.01,4791620.0
9500,59.199999999999996,0.01,5076240.0
10000,56.99999999999999,0.01,5292570.0
10500,57.199999999999996,0.01,5514210.0
11000,60.8,0.01,5856430.0
11500,61.0,0.01,6202390.0
12000,55.800000000000004,0.01,6378510.0
12500,59.599999999999994,0.01,6690000.0
13000,59.0,0.01,6985210.0
13500,58.4,0.01,7251200.0
14000,58.599999999999994,0.01,7524920.0
14500,61.8,0.01,7909840.0
15000,55.60000000000001,0.01,8089660.0
15500,59.8,0.01,8396260.0
16000,58.599999999999994,0.01,8680210.0
16500,56.99999999999999,0.01,8889810.0
17000,59.199999999999996,0.01,9187170.0
17500,63.0,0.01,9607750.0
18000,56.8,0.01,9823580.0
18500,60.4,0.01,10149720.0
19000,61.199999999999996,0.01,10501540.0
19500,62.0,0.01,10886420.0
20000,58.8,0.01,11161070.0
