Batalhas,WinRate_Bloco,Epsilon,Reward
500,41.6,0.16844224394628485,-344090.0
1000,42.6,0.07085044694297961,-650690.0
1500,40.0,0.05,-1058140.0
2000,41.0,0.05,-1425620.0
2500,38.800000000000004,0.05,-1855090.0
3000,40.400000000000006,0.05,-2223080.0
3500,40.6,0.05,-2593150.0
4000,44.800000000000004,0.05,-2819630.0
4500,41.6,0.05,-3140330.0
5000,46.800000000000004,0.05,-3312120.0
5500,37.6,0.05,-3760100.0
6000,39.800000000000004,0.05,-4151050.0
6500,43.4,0.05,-4427390.0
7000,41.4,0.05,-4778600.0
7500,43.2,0.05,-5074050.0
8000,39.2,0.05,-5481010.0
8500,41.4,0.05,-5816610.0
9000,43.6,0.05,-6074010.0
9500,42.8,0.05,-6359610.0
10000,40.8,0.05,-6735850.0
