Batalhas,WinRate_Bloco,Epsilon,Reward
500,40.400000000000006,0.16066022682834405,-364680.0
1000,38.800000000000004,0.06536057566379232,-780320.0
1500,40.6,0.05,-1150040.0
2000,39.6,0.05,-1534510.0
2500,39.800000000000004,0.05,-1919440.0
3000,38.6,0.05,-2358520.0
3500,39.800000000000004,0.05,-2765360.0
4000,40.400000000000006,0.05,-3131410.0
4500,35.0,0.05,-3672850.0
5000,41.6,0.05,-3991770.0
5500,43.0,0.05,-4283880.0
6000,38.2,0.05,-4727690.0
6500,36.199999999999996,0.05,-5240440.0
7000,40.0,0.05,-5638940.0
7500,42.8,0.05,-5933540.0
8000,44.4,0.05,-6160210.0
8500,36.199999999999996,0.05,-6664710.0
9000,35.6,0.05,-7176400.0
9500,41.199999999999996,0.05,-7519170.0
10000,40.6,0.05,-7881090.0
