Batalhas,WinRate_Bloco,Epsilon,Reward
500,28.000000000000004,0.1560990938503318,-784750.0
1000,28.000000000000004,0.061088129537171645,-1572350.0
1500,31.0,0.05,-2230740.0
2000,26.8,0.05,-3031610.0
2500,27.6,0.05,-3816850.0
3000,29.799999999999997,0.05,-4510700.0
3500,28.4,0.05,-5263860.0
4000,28.000000000000004,0.05,-6020690.0
4500,26.400000000000002,0.05,-6843330.0
5000,28.999999999999996,0.05,-7566760.0
5500,29.2,0.05,-8302150.0
6000,28.000000000000004,0.05,-9075010.0
6500,30.4,0.05,-9748820.0
7000,28.999999999999996,0.05,-10460330.0
7500,32.800000000000004,0.05,-11066460.0
8000,29.2,0.05,-11808360.0
8500,27.200000000000003,0.05,-12577330.0
9000,30.599999999999998,0.05,-13255040.0
9500,34.8,0.05,-13780010.0
10000,31.6,0.05,-14432180.0
