Batalhas,WinRate_Bloco,Epsilon,Reward
500,39.0,0.1627624974859561,-411800.0
1000,41.199999999999996,0.06785819740947435,-759860.0
1500,41.6,0.05,-1102930.0
2000,42.199999999999996,0.05,-1405610.0
2500,42.4,0.05,-1720790.0
3000,43.2,0.05,-1994990.0
3500,40.0,0.05,-2393250.0
4000,45.2,0.05,-2595450.0
4500,40.6,0.05,-2950040.0
5000,44.6,0.05,-3192670.0
5500,40.400000000000006,0.05,-3567740.0
6000,43.0,0.05,-3856000.0
6500,44.800000000000004,0.05,-4086310.0
7000,43.2,0.05,-4352150.0
7500,47.0,0.05,-4519450.0
8000,42.199999999999996,0.05,-4818910.0
8500,43.4,0.05,-5091960.0
9000,39.2,0.05,-5504500.0
9500,39.4,0.05,-5892160.0
10000,41.0,0.05,-6235930.0
