Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,47.4,0.267,-20910,0,11.73,37.2,253785
1000,47.8,0.265,-56014,0,11.74,37.3,254991
1500,46.8,0.262,-97765,0,11.76,37.3,256163
2000,49.8,0.260,-99089,0,11.76,37.3,257358
2500,46.8,0.258,-144304,0,11.77,37.4,258686
3000,49.4,0.255,-148925,0,11.77,37.4,259934
3500,45.2,0.253,-237620,0,11.78,37.4,261129
4000,51.8,0.250,-196256,0,11.79,37.4,262317
4500,48.0,0.248,-217060,0,11.80,37.5,263637
5000,46.8,0.245,-257734,0,11.81,37.5,264801
5500,45.6,0.242,-325437,0,11.83,37.5,265827
6000,51.4,0.239,-297312,0,11.84,37.6,266852
6500,53.4,0.237,-227219,0,11.86,37.6,267976
7000,50.8,0.234,-204387,0,11.87,37.6,269163
7500,50.6,0.231,-189243,0,11.89,37.7,270158
8000,51.2,0.228,-158881,0,11.91,37.7,271277
8500,52.0,0.226,-111803,0,11.92,37.7,272444
9000,49.6,0.223,-115715,0,11.93,37.8,273497
9500,49.2,0.220,-121756,0,11.95,37.8,274401
10000,55.2,0.217,-23748,0,11.97,37.9,275382
