Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,62.6,0.050,246933,0,16.51,48.8,82580
1000,67.2,0.050,575374,0,16.63,48.8,82812
1500,69.0,0.050,935286,0,16.74,48.9,83045
2000,65.4,0.050,1233064,0,16.86,49.0,83304
2500,65.8,0.050,1533010,0,16.97,49.0,83576
3000,65.2,0.050,1825682,0,17.08,49.1,83807
3500,62.4,0.050,2069194,0,17.18,49.2,84057
4000,68.0,0.050,2404873,0,17.29,49.2,84316
4500,65.8,0.050,2707803,0,17.40,49.3,84589
5000,64.2,0.050,2977299,0,17.51,49.3,84859
5500,69.4,0.050,3343839,0,17.61,49.4,85165
6000,67.6,0.050,3677465,0,17.72,49.4,85425
6500,64.4,0.050,3955369,0,17.82,49.4,85701
7000,67.4,0.050,4281563,0,17.93,49.5,85937
7500,70.2,0.050,4661721,0,18.04,49.5,86177
8000,63.8,0.050,4921627,0,18.14,49.6,86415
8500,67.6,0.050,5258186,0,18.26,49.6,86637
9000,67.0,0.050,5577750,0,18.36,49.7,86899
9500,65.6,0.050,5871312,0,18.47,49.7,87159
10000,65.0,0.050,6158249,0,18.59,49.8,87348
