Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,65.6,0.306,288345,0,6.25,37.4,44949
1000,64.4,0.298,556440,0,6.42,37.9,45940
1500,67.2,0.291,879344,0,6.57,38.2,46998
2000,62.2,0.284,1104054,0,6.72,38.4,48001
2500,68.4,0.276,1437559,0,6.87,38.6,48936
3000,68.4,0.267,1774859,0,7.02,38.9,49819
3500,68.6,0.258,2122420,0,7.17,39.2,50636
4000,68.6,0.248,2474117,0,7.33,39.5,51384
4500,66.4,0.239,2777623,0,7.48,39.8,52195
5000,64.8,0.230,3057303,0,7.62,40.0,53049
5500,66.8,0.220,3371266,0,7.74,40.2,53834
6000,69.4,0.211,3735419,0,7.88,40.4,54619
6500,65.6,0.200,4029211,0,8.03,40.7,55324
7000,65.8,0.189,4331073,0,8.18,41.0,55992
7500,66.0,0.177,4627260,0,8.32,41.3,56644
8000,68.6,0.165,4971363,0,8.47,41.5,57227
8500,65.2,0.153,5259132,0,8.61,41.6,57877
9000,63.6,0.143,5519435,0,8.73,41.8,58596
9500,68.6,0.131,5864179,0,8.87,42.0,59238
10000,72.8,0.118,6287126,0,9.02,42.2,59802
