Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,51.6,0.030,55101,0,13.83,40.4,339925
1000,51.6,0.030,120321,0,13.86,40.4,340495
1500,48.0,0.030,115871,0,13.89,40.4,341061
2000,51.6,0.030,171257,0,13.92,40.5,341605
2500,51.4,0.130,221059,0,13.94,40.5,342326
3000,49.6,0.126,231021,0,13.97,40.5,343010
3500,52.4,0.121,289252,0,13.99,40.5,343694
4000,50.8,0.117,313273,0,14.01,40.5,344366
4500,51.8,0.112,363347,0,14.03,40.6,345009
5000,53.0,0.108,431775,0,14.05,40.6,345738
5500,47.8,0.104,410193,0,14.07,40.6,346428
6000,46.4,0.099,357148,0,14.09,40.6,347016
6500,51.2,0.094,388233,0,14.12,40.7,347631
7000,51.2,0.089,418776,0,14.14,40.7,348313
7500,50.8,0.084,444130,0,14.16,40.7,348916
8000,48.0,0.080,417217,0,14.19,40.7,349553
8500,49.8,0.075,422663,0,14.21,40.8,350186
9000,45.6,0.070,359022,0,14.23,40.8,350848
9500,49.8,0.066,378469,0,14.25,40.8,351567
10000,55.2,0.061,479912,0,14.27,40.8,352180
